text,label,sentiment
13th century benin bronze fact brass 12th century romanesque baptismal font st bartholomew church li ge described bronze brass,metallurgy,0.0
bronze age two form bronze commonly used classic bronze 10 tin used casting mild bronze tin hammered ingot make sheet,metallurgy,0.0
bladed weapon mostly cast classic bronze helmet armor hammered mild bronze,metallurgy,-0.296
commercial bronze 90 copper 10 zinc architectural bronze 57 copper lead 40 zinc properly regarded brass alloy contain zinc main alloying ingredient,metallurgy,0.0
bronze typically ductile alloy considerably le brittle cast iron,metallurgy,0.0
typically bronze oxidizes superficially copper oxide eventually becoming copper carbonate layer formed underlying metal protected corrosion,metallurgy,0.4404
seen statue hellenistic period,metallurgy,0.0
however copper chloride formed corrosion mode called bronze disease eventually completely destroy,metallurgy,-0.5849
copper based alloy lower melting point steel iron readily produced constituent metal,metallurgy,-0.296
generally 10 percent denser steel although alloy using aluminum silicon may slightly le dense,metallurgy,0.0
bronze better conductor heat electricity steel,metallurgy,0.4404
cost copper base alloy generally higher steel lower nickel base alloy,metallurgy,-0.296
copper alloy huge variety us reflect versatile physical mechanical chemical property,metallurgy,0.3182
common example high electrical conductivity pure copper low friction property bearing bronze bronze high lead content resonant quality bell bronze 20 tin 80 copper resistance corrosion seawater several bronze alloy,metallurgy,-0.2732
melting point bronze varies depending ratio alloy component 950 742,metallurgy,0.0
bronze bronze like alloy mixture used coin longer period,metallurgy,0.3612
bronze especially suitable use boat ship fitting prior wide employment stainless steel owing combination toughness resistance salt water corrosion,metallurgy,-0.0516
bronze still commonly used ship propeller submerged bearing,metallurgy,0.0
20th century silicon introduced primary alloying element creating alloy wide application industry major form used contemporary statuary,metallurgy,0.296
sculptor may prefer silicon bronze ready availability silicon bronze brazing rod allows color matched repair defect casting,metallurgy,0.0258
aluminum also used structural metal aluminum bronze,metallurgy,0.0
bronze part tough typically used bearing clip electrical connector spring,metallurgy,-0.128
bronze also low friction dissimilar metal making important cannon prior modern tolerancing iron cannonball would otherwise stick barrel,metallurgy,-0.0772
still widely used today spring bearing bushing automobile transmission pilot bearing similar fitting particularly common bearing small electric motor,metallurgy,0.0
phosphor bronze particularly suited precision grade bearing spring,metallurgy,0.0
also used guitar piano string,metallurgy,0.0
unlike steel bronze struck hard surface generate spark along beryllium copper used make hammer mallet wrench durable tool used explosive atmosphere presence flammable vapor,metallurgy,-0.128
bronze used make bronze wool woodworking application steel wool would discolor oak,metallurgy,0.0
phosphor bronze used ship propeller musical instrument electrical contact,metallurgy,0.0
bearing often made bronze friction property,metallurgy,0.0
impregnated oil make proprietary oilite similar material bearing,metallurgy,0.0
bronze widely used casting bronze sculpture,metallurgy,0.0
common bronze alloy unusual desirable property expanding slightly set thus filling finest detail mould,metallurgy,0.3182
bronze cool shrink little making easier separate mould assyrian king sennacherib 704 681 bce claim first cast monumental bronze statue 30 tonne using two part mould instead lost wax method bronze statue regarded highest form sculpture ancient greek art though survival bronze valuable material short supply late antique medieval period,metallurgy,0.683
many famous greek bronze sculpture known roman copy marble likely survive,metallurgy,0.0
india bronze sculpture kushana chausa hoard gupta period brahma mirpur khas akota hoard sultanganj buddha later period hansi hoard found,metallurgy,0.0
indian hindu artisan period chola empire tamil nadu used bronze create intricate statue via lost wax casting method ornate detailing depicting deity hinduism,metallurgy,0.1027
art form survives day many silpis craftsman working area swamimalai chennai,metallurgy,0.0
antiquity culture also produced work high art using bronze,metallurgy,0.0
example africa bronze head kingdom benin europe grecian bronze typically figure greek mythology east asia chinese ritual bronze shang zhou dynasty often ceremonial vessel including figurine example,metallurgy,0.0
became possible produce glass acceptably flat surface bronze standard material mirror,metallurgy,0.3612
reflecting surface typically made slightly convex whole face could seen small mirror,metallurgy,0.0
bronze used purpose many part world probably based independent discovery,metallurgy,0.0
bronze mirror survive egyptian middle kingdom 2040 1750 bce,metallurgy,0.0
europe etruscan making bronze mirror sixth century bce greek roman mirror followed pattern,metallurgy,0.0
bronze preferred metal bell form high tin bronze alloy known colloquially bell metal 23 tin,metallurgy,0.0
nearly professional cymbal made bronze give desirable balance durability timbre,metallurgy,0.3182
several type bronze used commonly b20 bronze roughly 20 tin 80 copper trace silver tougher b8 bronze made tin 92 copper,metallurgy,0.1779
tin content bell cymbal rise timbre drop bronze also used winding steel nylon string various stringed instrument double bass piano harpsichord guitar,metallurgy,-0.2732
bronze string commonly reserved pianoforte lower pitch tone posse superior sustain quality high tensile steel bronze various metallurgical property widely used struck idiophones around world notably bell singing bowl gong cymbal idiophones asia,metallurgy,0.0772
example include tibetan singing bowl temple bell many size shape javanese gamelan bronze musical instrument,metallurgy,0.0
earliest bronze archeological find indonesia date bce including flat plate probably suspended struck wooden bone mallet,metallurgy,-0.6249
ancient bronze drum thailand vietnam date back 000 year,metallurgy,0.0
bronze bell thailand cambodia date back 600 bce,metallurgy,0.0
company making saxophone phosphor bronze 10 tin phosphorus content,metallurgy,0.0
bell bronze b20 used make tone ring many professional model banjo,metallurgy,0.0
125 reference bronze nehoshet appears hebrew word used copper alloy,metallurgy,0.0
however old testament era hebrew thought capability manufacture zinc needed make brass likely nehoshet refers copper alloy tin called bronze,metallurgy,0.0
king james version use word bronze nehoshet translated brass,metallurgy,0.0
modern translation use bronze,metallurgy,0.0
bronze nehoshet used widely tabernacle item bronze altar exodus ch 27 bronze laver exodus ch 30 utensil mirror exodus ch 38,metallurgy,0.0
mentioned account moses holding bronze snake pole number ch 21,metallurgy,0.0772
first king mentioned hiram skilled working bronze made many furnishing solomon temple including pillar capital stand wheel bowl plate highly decorative see king 13 47,metallurgy,0.0
bronze also used coin copper coin actually bronze percent tin percent zinc coin bronze used manufacture various type medal century known contemporary time awarded third place sporting competition event,metallurgy,0.7003
later usage part attributed choice gold silver bronze represent first three age man greek mythology golden age men lived among god silver age youth lasted hundred year bronze age era hero first adopted 1904 summer olympics,metallurgy,0.6908
bronze curlie bronze bell lost wax found bronze lost wax casting explained flash animation lost wax casting process,metallurgy,-0.7096
james peniston sculpture,metallurgy,0.0
retrieved 2008 11 03,metallurgy,0.0
three age system introduced first half 19th century archaeology europe particular later 19th century expanded archaeology ancient near east,metallurgy,0.0
name harks back mythological age man hesiod,metallurgy,0.0
archaeological era first introduced scandinavia christian rgensen thomsen 1830s,metallurgy,0.0
1860s embraced useful division earliest history mankind general began applied assyriology,metallurgy,0.4404
development conventional periodization archaeology ancient near east developed 1920s 1930s,metallurgy,0.0
increasingly iron age europe seen part bronze age collapse ancient near east ancient india post rigvedic vedic civilization ancient iran ancient greece greek dark age,metallurgy,-0.4939
region europe iron age began 8th century bc central europe 6th century bc northern europe,metallurgy,0.0
near eastern iron age divided two subsection iron iron ii,metallurgy,0.0
iron 1200 1000 bc illustrates continuity discontinuity previous late bronze age,metallurgy,0.0
definitive cultural break 13th 12th century bc throughout entire region although certain new feature hill country transjordan coastal region may suggest appearance aramaean sea people group,metallurgy,0.2732
evidence however strong continuity bronze age culture although one move later iron age culture begin diverge significantly late 2nd millennium,metallurgy,0.5106
iron age archaeological period roughly defined part prehistory culture region ferrous dominant technology metalworking,metallurgy,0.0
characteristic iron age culture mass production tool weapon made steel typically alloy carbon content approximately 30 weight,metallurgy,-0.296
capability production carbon steel ferrous result tool weapon equal superior bronze,metallurgy,0.3182
use steel based much economics metallurgical advancement,metallurgy,0.0
early steel made smelting iron,metallurgy,0.0
convention iron age ancient near east taken last 1200 bc bronze age collapse 550 bc 539 bc roughly beginning historiography herodotus end proto historical period,metallurgy,-0.4939
central western europe iron age taken last 800 bc bc northern europe 500 bc ad 800,metallurgy,0.0
earliest known iron artifact nine small bead dated 3200 bc found burial gerzeh lower egypt,metallurgy,-0.296
identified meteoric iron shaped careful hammering,metallurgy,0.1531
meteoric iron characteristic iron nickel alloy used various ancient people thousand year iron age,metallurgy,0.0
iron native metallic state required smelting ore smelted iron appears sporadically archeological record middle bronze age,metallurgy,0.0
whilst terrestrial iron naturally abundant high temperature required smelting iron ore 250 280 placed reach common use end second millennium bc,metallurgy,0.0258
tin low melting point 231 449 copper relatively moderate melting point 085 985 placed within capability neolithic pottery kiln date back 6000 bc able produce temperature greater 900 650,metallurgy,0.1027
addition specially designed furnace ancient iron production needed develop complex procedure removal impurity regulation admixture carbon hot working achieve useful balance hardness strength steel,metallurgy,0.7269
earliest tentative evidence iron making small number iron fragment appropriate amount carbon admixture found proto hittite layer kaman kaleh dated 2200 2000 bc,metallurgy,0.0772
akanuma 2008 concludes combination carbon dating archaeological context archaeometallurgical examination indicates likely use ironware made steel already begun third millennium bc central anatolia,metallurgy,0.0
souckova siegolov 2001 show iron implement made central anatolia limited quantity around 1800 bc general use elite though commoner new hittite empire 1400 1200 bc similarly recent archaeological remains iron working ganges valley india tentatively dated 1800 bc,metallurgy,-0.2263
tewari 2003 concludes knowledge iron smelting manufacturing iron artifact well known eastern vindhyas iron use central ganga plain least early second millennium bc,metallurgy,0.2732
middle bronze age increasing number smelted iron object distinguishable meteoric iron lack nickel product appeared middle east southeast asia south asia,metallurgy,-0.25
african site turning date early 2000 1200 bc modern archaeological evidence identifies start large scale iron production around 1200 bc marking end bronze age,metallurgy,0.0
1200 bc 1000 bc diffusion understanding iron use iron object fast far flung,metallurgy,0.0
anthony snodgrass suggests shortage tin part bronze age collapse trade disruption mediterranean around 1300 bc forced metalworker seek alternative bronze,metallurgy,-0.8658
evidence many bronze implement recycled weapon time,metallurgy,-0.296
widespread use iron led improved steel making technology lower cost,metallurgy,0.2263
iron age ancient near east believed begun discovery iron smelting smithing technique anatolia caucasus balkan late 2nd millennium bc 1300 bc,metallurgy,0.0
earliest bloomery smelting iron found tell hammeh jordan around 930 bc determined 14c dating,metallurgy,0.34
early iron age caucasus area conventionally divided two period early iron dated around 1100 bc early iron ii phase tenth ninth century bc,metallurgy,0.0
many material culture tradition late bronze age continued early iron age,metallurgy,0.0
thus sociocultural continuity transitional period iran earliest actual iron artifact unknown 9th century bc,metallurgy,0.0
mesopotamian state sumer akkad assyria initial use iron reach far back perhaps 3000 bc,metallurgy,0.0258
one earliest smelted iron artifact known dagger iron blade found hattic tomb anatolia dating 2500 bc,metallurgy,0.0
widespread use iron weapon replaced bronze weapon rapidly disseminated throughout near east north africa southwest asia beginning 1st millennium bc,metallurgy,-0.5267
development iron smelting attributed hittite anatolia late bronze age,metallurgy,0.0
part late bronze age early iron age bronze age collapse saw slow comparatively continuous spread iron working technology region,metallurgy,-0.4939
long held success hittite empire late bronze age based advantage entailed monopoly ironworking time,metallurgy,0.6908
accordingly invading sea people would responsible spreading knowledge region,metallurgy,0.3182
view hittite monopoly come scrutiny longer represents scholarly consensus,metallurgy,0.0
iron object bronze age anatolia number comparable iron object found egypt place time period small number object weapon,metallurgy,-0.1531
iron age egyptian archaeology essentially corresponds third intermediate period egypt,metallurgy,0.0
iron metal singularly scarce collection egyptian antiquity,metallurgy,0.0
bronze remained primary material conquest neo assyrian empire 671 bc,metallurgy,0.0
explanation would seem relic case paraphernalia tomb funeral vessel vas iron considered impure metal ancient egyptian never used manufacture religious purpose,metallurgy,-0.3612
attributed seth spirit evil according egyptian tradition governed central desert africa,metallurgy,-0.5719
black pyramid abusir dating 2000 bc gaston maspero found piece iron,metallurgy,0.0
funeral text pepi metal mentioned,metallurgy,-0.3612
sword bearing name pharaoh merneptah well battle axe iron blade gold decorated bronze shaft found excavation ugarit,metallurgy,-0.2263
europe iron age last stage prehistoric europe first protohistoric period initially mean description particular area greek roman writer,metallurgy,0.0
much europe period came abrupt local end conquest roman though ironworking remained dominant technology recent time,metallurgy,0.0
elsewhere may last early century ad either christianization new conquest migration period,metallurgy,0.0
iron working introduced europe late 11th century bc probably caucasus slowly spread northward westward succeeding 500 year,metallurgy,0.4939
iron age start iron first appeared europe began replace bronze preparation tool weapon,metallurgy,-0.296
happen time around europe local cultural development played role transition iron age,metallurgy,0.34
example iron age prehistoric ireland begin around 500 bc greek iron age already ended finish around ad 400,metallurgy,0.0
widespread use technology iron implemented europe simultaneously asia,metallurgy,0.0
prehistoric iron age central europe divided two period based historical event hallstatt culture early iron age la ne late iron age culture,metallurgy,0.0
material culture hallstatt la ne consist phase phase,metallurgy,0.0
iron age europe characterized elaboration design weapon implement utensil,metallurgy,-0.296
longer cast hammered shape decoration elaborate curvilinear rather simple rectilinear form character ornamentation northern european weapon resemble respect roman arm respect peculiar evidently representative northern art citania de briterios located guimar portugal one example archaeological site iron age,metallurgy,0.6808
settlement fortified village covered area hectare acre served celtiberian stronghold roman invasion,metallurgy,0.128
date 2500 year back,metallurgy,0.0
site researched francisco martin sarmento starting 1874,metallurgy,0.0
number amphora container usually wine olive oil coin fragment pottery weapon piece jewelry well ruin bath pedra formosa lit,metallurgy,-0.5574
date approximate consult particular article detail prehistoric proto historic iron age historic iron agein china chinese bronze inscription found around 1200 bc preceding development iron known 9th century bc,metallurgy,0.0
therefore china prehistory given way history periodized ruling dynasty start iron use iron age typically used describe period chinese history,metallurgy,0.0
iron reached yangtse valley toward end 6th century bc,metallurgy,0.1027
object found changsha nanjing,metallurgy,0.0
mortuary evidence suggests initial use iron lingnan belongs mid late warring state period 350 bc,metallurgy,-0.4404
important non precious husi style metal find include iron tool found tomb guwei cun 4th century bc technique used lingnan combination bivalve mould distinct southern tradition incorporation piece mould technology zhongyuan,metallurgy,0.6705
product combination two period bell vessel weapon ornament sophisticated cast,metallurgy,0.34
iron age culture tibetan plateau tentatively associated zhang zhung culture described early tibetan writing,metallurgy,0.0
iron object introduced korean peninsula trade chiefdoms state level society yellow sea area 4th century bc end warring state period western han dynasty began,metallurgy,-0.4404
yoon proposes iron first introduced chiefdoms located along north korean river valley flow yellow sea cheongcheon taedong river,metallurgy,0.0
iron production quickly followed 2nd century bc iron implement came used farmer 1st century southern korea,metallurgy,0.0
earliest known cast iron ax southern korea found geum river basin,metallurgy,0.0
time iron production begin time complex chiefdoms proto historic korea emerged,metallurgy,0.0
complex chiefdoms precursor early state silla baekje goguryeo gaya iron ingot important mortuary item indicated wealth prestige deceased period,metallurgy,0.6124
japan iron item tool weapon decorative object postulated entered japan late yayoi period 300 bc ad 300 succeeding kofun period ad 250 538 likely contact korean peninsula china,metallurgy,0.25
distinguishing characteristic yayoi period include appearance new pottery style start intensive rice agriculture paddy field,metallurgy,0.0
yayoi culture flourished geographic area southern ky sh northern honsh,metallurgy,0.0
date approximate consult particular article detail prehistoric proto historic iron age historic iron age iron used mundigak manufacture item 3rd millennium bc small copper bronze bell iron clapper copper bronze rod two iron decorative button,metallurgy,0.0
copper bronze mirror handle decorative iron button,metallurgy,0.0
artefact including small knife blade discovered indian state telangana dated 400 bc 1800 bc history indian subcontinent began prior 3rd millennium bc,metallurgy,0.0
archaeological site india malhar dadupur raja nala ka tila lahuradewa kosambi jhusi allahabad present day uttar pradesh show iron implement period 1800 1200 bc,metallurgy,0.0
evidence site raja nala ka tila malhar suggest use iron 1800 1700 bc,metallurgy,0.0
extensive use iron smelting malhar surrounding area,metallurgy,0.0
site assumed center smelted bloomer iron area due location karamnasa river ganga river,metallurgy,0.0
site show agricultural technology iron implement sickle nail clamp spearhead etc least 1500 bc,metallurgy,0.0
archaeological excavation hyderabad show iron age burial site beginning 1st millennium bc saw extensive development iron india,metallurgy,0.0
technological advancement mastery iron achieved period peaceful settlement,metallurgy,0.4939
one ironworking centre east india dated first millennium bc,metallurgy,0.0
southern india present day mysore iron appeared early 12th 11th century bc development early significant close contact northwest country,metallurgy,0.2023
indian upanishad mention,metallurgy,0.0
indian mauryan period saw advance,metallurgy,0.0
early 300 bc certainly ad 200 high quality steel produced southern india would later called crucible technique,metallurgy,0.34
system high purity wrought iron charcoal glass mixed crucible heated iron melted absorbed carbon protohistoric early iron age sri lanka lasted 1000 bc 600 bc,metallurgy,0.0
radiocarbon evidence collected anuradhapura aligala shelter sigiriya,metallurgy,0.0
anuradhapura settlement recorded extend 10 ha 25 acre 800 bc grew 50 ha 120 acre 700 600 bc become town,metallurgy,0.6705
skeletal remains early iron age chief excavated anaikoddai jaffna,metallurgy,0.0
name ko veta engraved brahmi script seal buried skeleton assigned excavator 3rd century bc,metallurgy,0.0
ko meaning king tamil comparable name ko atan ko putivira occurring contemporary brahmi inscription south india,metallurgy,0.0
date approximate consult particular article detail prehistoric proto historic iron age historic iron agearchaeology thailand site ban ta phet khao sam kaeo yielding metallic stone glass artifact stylistically associated indian subcontinent suggest indianization southeast asia beginning 4th 2nd century bc late iron age philippine vietnam sa huynh culture showed evidence extensive trade network,metallurgy,-0.5574
sa huynh bead made glass carnelian agate olivine zircon gold garnet material local region likely imported,metallurgy,0.0
han dynasty style bronze mirror also found sa huynh site,metallurgy,0.0
sub saharan africa continent wide universal bronze age use iron immediately succeeded use stone,metallurgy,0.4215
characterized absence bronze age transition stone iron tool substance,metallurgy,0.0
early evidence iron technology sub saharan africa found site km2 km3 northwest tanzania part nigeria central african republic,metallurgy,0.0
nubia one relatively place africa sustained bronze age along egypt much rest north africa,metallurgy,0.0
early copper bronze working site niger may date early 1500 bc,metallurgy,0.0
also evidence iron termit niger around period nubia major manufacturer exporter iron expulsion nubian dynasty egypt assyrian 7th century bc though uncertainty archaeologist believe iron developed independently sub saharan west africa separately eurasia neighboring part north northeast africa archaeological site containing iron smelting furnace slag also excavated site nsukka region southeast nigeria igboland dating 2000 bc site lejja eze uzomaka 2009 750 bc site opi holl 2009,metallurgy,-0.34
site gbabiri central african republic yielded evidence iron reduction furnace blacksmith workshop earliest date 896 773 bc 907 796 bc respectively,metallurgy,0.34
similarly smelting bloomery type furnace appear nok culture central nigeria 550 bc possibly century earlier iron copper working sub saharan africa spread south east central africa conjunction bantu expansion cameroon region african great lake 3rd century bc reaching cape around ad 400,metallurgy,0.7096
however iron working may practiced central africa early 3rd millennium bc,metallurgy,0.0
instance carbon steel based complex preheating principle found production around 1st century ad northwest tanzania,metallurgy,0.0
jan david bakker stephan maurer rn steffen pischke ferdinand rauch,metallurgy,0.0
mouse merchant connectedness location economic activity iron age,metallurgy,0.0
review economics statistic 103 652 665,metallurgy,0.0
rethinking prehistoric central asia shepherd farmer nomad,metallurgy,0.0
new york routledge 2018,metallurgy,0.0
european iron age,metallurgy,0.0
cunliffe barry iron age britain,metallurgy,0.0
london batsford 2004,metallurgy,0.0
davis kimball jeannine bashilov tiablonski,metallurgy,0.0
nomad eurasian steppe early iron age,metallurgy,0.0
berkeley ca zinat press 1995,metallurgy,0.0
finkelstein israel eli piasetzky,metallurgy,0.0
iron age chronology debate gap narrowing,metallurgy,0.0
near eastern archaeology 74 2011 50 55,metallurgy,0.0
burial ritual gender status south siberia late bronze early iron age,metallurgy,0.0
bloomington indiana university research institute inner asian study 1987,metallurgy,0.0
iron age chronology reply finkelstein,metallurgy,0.0
levant 29 1997 157 167,metallurgy,0.0
iron age chronology debate gap narrowing,metallurgy,0.0
near eastern archaeology 74 2011 105 110,metallurgy,0.0
medvedskaia iran iron age oxford 1982,metallurgy,0.0
shinnie african iron age,metallurgy,0.0
oxford clarendon press 1971,metallurgy,0.0
age iron south asia legacy tradition,metallurgy,0.0
new delhi aryan book international 2001,metallurgy,0.0
waldbaum jane bronze iron transition bronze age iron age eastern mediterranean,metallurgy,0.0
generala site focus iron age britain resourcesforhistory com human timeline interactive smithsonian national museum natural history august 2016 publicationsandre gunder frank william thompson early iron age economic expansion contraction revisited,metallurgy,0.3612
american institute archaeology san francisco january 2004 news mass burial suggests massacre iron age hill fort,metallurgy,0.0
name titanic derives titan greek mythology,metallurgy,0.0
built belfast ireland united kingdom great britain ireland rms titanic second three olympic class ocean liner first rms olympic third hmhs britannic,metallurgy,0.7845
britannic originally called gigantic 000 foot 300 long,metallurgy,0.0
far largest vessel british shipping company white star line fleet comprised 29 steamer tender 1912,metallurgy,0.0
three ship genesis discussion mid 1907 white star line chairman bruce ismay american financier morgan controlled white star line parent corporation international mercantile marine co imm,metallurgy,0.0
white star line faced increasing challenge main rival cunard recently launched lusitania mauretania fastest passenger ship service german line hamburg america norddeutscher lloyd,metallurgy,0.2023
ismay preferred compete size rather speed proposed commission new class liner would larger anything gone well last word comfort luxury,metallurgy,0.5574
company sought upgrade fleet primarily response cunard giant also replace oldest pair passenger ship still service rms teutonic 1889 rms majestic 1890,metallurgy,0.0
teutonic replaced olympic majestic replaced titanic,metallurgy,0.0
majestic would brought back old spot white star line new york service titanic loss ship constructed belfast shipbuilder harland wolff long established relationship white star line dating back 1867,metallurgy,-0.3182
harland wolff given great deal latitude designing ship white star line usual approach latter sketch general concept former would take away turn ship design,metallurgy,0.6249
cost consideration relatively low agenda harland wolff authorised spend needed ship plus five percent profit margin,metallurgy,0.2023
case olympic class ship cost million approximately 310 million 2019 first two ship agreed plus extra contract usual five percent fee harland wolff put leading designer work designing olympic class vessel,metallurgy,0.2732
design overseen lord pirrie director harland wolff white star line naval architect thomas andrew managing director harland wolff design department edward wilding andrew deputy responsible calculating ship design stability trim alexander carlisle shipyard chief draughtsman general manager,metallurgy,0.3182
carlisle responsibility included decoration equipment general arrangement including implementation efficient lifeboat davit design 29 july 1908 harland wolff presented drawing bruce ismay white star line executive,metallurgy,0.4215
ismay approved design signed three letter agreement two day later authorising start construction,metallurgy,0.7184
point first ship later become olympic name referred simply number 400 harland wolff four hundredth hull,metallurgy,0.0772
titanic 882 foot inch 269 06 long maximum breadth 92 foot inch 28 19,metallurgy,0.0
total height measured base keel top bridge 104 foot 32,metallurgy,0.2023
measured 46 328 gross register ton draught 34 foot inch 10 54 displaced 52 310 ton,metallurgy,-0.4767
three olympic class ship ten deck excluding top officer quarter eight passenger use,metallurgy,0.2023
top bottom deck boat deck lifeboat housed,metallurgy,0.2023
early hour 15 april 1912 titanic lifeboat lowered north atlantic,metallurgy,-0.128
bridge wheelhouse forward end front captain officer quarter,metallurgy,0.0
bridge stood foot deck extending either side ship could controlled docking,metallurgy,0.0
wheelhouse stood within bridge,metallurgy,0.0
entrance first class grand staircase gymnasium located midships along raised roof first class lounge rear deck roof first class smoke room relatively modest second class entrance,metallurgy,0.4588
wood covered deck divided four segregated promenade officer first class passenger engineer second class passenger respectively,metallurgy,0.34
lifeboat lined side deck except first class area gap view would spoiled,metallurgy,0.0
deck also called promenade deck extended along entire 546 foot 166 length superstructure,metallurgy,0.0
reserved exclusively first class passenger contained first class cabin first class lounge smoke room reading writing room palm court,metallurgy,0.0
deck bridge deck top weight bearing deck uppermost level hull,metallurgy,0.2023
first class passenger accommodation located six palatial stateroom cabin featuring private promenade,metallurgy,0.0
titanic la carte restaurant caf parisien provided luxury dining facility first class passenger,metallurgy,0.0
run subcontracted chef staff lost disaster,metallurgy,-0.7506
second class smoking room entrance hall located deck,metallurgy,0.0
raised forecastle ship forward bridge deck accommodating number hatch main hatch cargo hold numerous piece machinery anchor housing,metallurgy,0.0772
aft bridge deck raised poop deck 106 foot 32 long used promenade third class passenger,metallurgy,0.0
many titanic passenger crew made last stand ship sank,metallurgy,0.0
forecastle poop deck separated bridge deck well deck,metallurgy,0.2732
deck shelter deck highest deck run uninterrupted stem stern,metallurgy,0.0
included well deck aft one served part third class promenade,metallurgy,0.2732
crew cabin housed forecastle third class public room housed poop deck,metallurgy,0.0
majority first class cabin second class library,metallurgy,0.0
deck saloon deck dominated three large public room first class reception room first class dining saloon second class dining saloon,metallurgy,0.0
open space provided third class passenger,metallurgy,0.0
first second third class passenger cabin deck berth fireman located bow,metallurgy,0.0
highest level reached ship watertight bulkhead though eight fifteen bulkhead,metallurgy,0.1027
deck upper deck predominantly used passenger accommodation three class plus berth cook seaman steward trimmer,metallurgy,0.0
along length ran long passageway nicknamed scotland road reference famous street liverpool,metallurgy,0.0
scotland road used third class passenger crew member,metallurgy,0.0
deck middle deck last complete deck mainly accommodated second third class passenger several department crew,metallurgy,0.0
third class dining saloon located swimming pool turkish bath kennel,metallurgy,0.0
deck lower deck lowest complete deck carried passenger lowest porthole waterline,metallurgy,-0.7506
squash court located along travelling post office letter parcel sorted ready delivery ship docked,metallurgy,0.3612
food also stored,metallurgy,0.0
deck interrupted several point orlop partial deck boiler engine turbine room,metallurgy,-0.296
orlop deck tank top lowest level ship waterline,metallurgy,-0.2023
orlop deck used cargo space tank top inner bottom ship hull provided platform ship boiler engine turbine electrical generator housed,metallurgy,0.2023
area ship occupied engine boiler room area passenger would prohibited seeing,metallurgy,0.0
titanic equipped three main engine two reciprocating four cylinder triple expansion steam engine one centrally placed low pressure parson turbine driving propeller,metallurgy,-0.5106
two reciprocating engine combined output 30 000 horsepower 22 000 kw,metallurgy,0.0
output steam turbine 16 000 horsepower 12 000 kw,metallurgy,0.0
white star line used combination engine earlier liner laurentic great success,metallurgy,0.8316
provided good combination performance speed reciprocating engine powerful enough propel olympic class liner desired speed turbine sufficiently powerful caused uncomfortable vibration problem affected turbine cunard liner lusitania mauretania,metallurgy,0.5719
combining reciprocating engine turbine fuel usage could reduced motive power increased using amount steam two reciprocating engine 63 foot 19 long weighed 720 ton bedplates contributing 195 ton,metallurgy,0.2732
powered steam produced 29 boiler 24 double ended five single ended contained total 159 furnace,metallurgy,0.0
boiler 15 foot inch 80 diameter 20 foot long weighing 91 ton capable holding 48 ton water heated burning coal 611 ton could carried titanic bunker 092 ton hold,metallurgy,0.3818
furnace required 600 ton coal day shovelled hand requiring service 176 fireman working around clock,metallurgy,0.4939
100 ton ash day disposed ejecting sea,metallurgy,0.0
work relentless dirty dangerous although fireman paid relatively generously high suicide rate among worked capacity exhaust steam leaving reciprocating engine fed turbine situated aft,metallurgy,-0.8658
passed surface condenser increase efficiency turbine steam could condensed back water reused,metallurgy,0.5859
engine attached directly long shaft drove propeller,metallurgy,0.0
three one engine outer wing propeller largest carrying three blade manganese bronze alloy total diameter 23 foot,metallurgy,0.0
middle propeller slightly smaller 17 foot diameter could stopped reversed,metallurgy,-0.2263
titanic electrical plant capable producing power average city power station time,metallurgy,0.3818
immediately aft turbine engine four 400 kw steam driven electric generator used provide electrical power ship plus two 30 kw auxiliary generator emergency use,metallurgy,-0.3818
passenger facility aboard titanic aimed meet highest standard luxury,metallurgy,0.0258
according titanic general arrangement plan ship could accommodate 833 first class passenger 614 second class 006 third class total passenger capacity 453,metallurgy,0.0
addition capacity crew member exceeded 900 document original configuration stated full carrying capacity passenger crew approximately 547,metallurgy,0.3182
interior design departure passenger liner typically decorated rather heavy style manor house english country house titanic laid much lighter style similar contemporary high class hotel ritz hotel reference point first class cabin finished empire style,metallurgy,0.0
variety decorative style ranging renaissance louis xv used decorate cabin public room first second class area ship,metallurgy,0.0
aim convey impression passenger floating hotel rather ship one passenger recalled entering ship interior passenger would lose feeling board ship seem instead entering hall great house shore among novel feature available first class passenger ft deep saltwater swimming pool gymnasium squash court turkish bath comprised electric bath steam room cool room massage room hot room,metallurgy,0.8126
first class common room impressive scope lavishly decorated,metallurgy,0.5106
included lounge style palace versailles enormous reception room men smoking room reading writing room,metallurgy,0.0
la carte restaurant style ritz hotel run concession famous italian restaurateur gaspare gatti,metallurgy,0.0
caf parisien decorated style french sidewalk caf complete ivy covered trellis wicker furniture run annex restaurant,metallurgy,0.0
extra cost first class passenger could enjoy finest french haute cuisine luxurious surroundings,metallurgy,0.4939
also verandah caf tea light refreshment served offered grand view ocean,metallurgy,0.4588
114 ft 35 long 92 ft 28 wide dining saloon deck designed charles fitzroy doll largest room afloat could seat almost 600 passenger time,metallurgy,0.0
third class commonly referred steerage accommodation aboard titanic luxurious first second class even better many ship time,metallurgy,0.4588
reflected improved standard white star line adopted trans atlantic immigrant lower class travel,metallurgy,0.2263
north atlantic passenger ship time third class accommodation consisted little open dormitory forward end vessel hundred people confined often without adequate food toilet facility,metallurgy,-0.1695
white star line long since broken mould,metallurgy,-0.4767
seen aboard titanic white star line passenger ship divided third class accommodation two section always opposite end vessel one another,metallurgy,0.0258
